participant,test_case,passed_first_try,replay_count
4db641d1-05bf-40c4-b700-84ac35880ad7,t4,True,0
4db641d1-05bf-40c4-b700-84ac35880ad7,t5,False,2
4db641d1-05bf-40c4-b700-84ac35880ad7,t6,False,1
4db641d1-05bf-40c4-b700-84ac35880ad7,t7,True,0
4db641d1-05bf-40c4-b700-84ac35880ad7,t8,True,0
4db641d1-05bf-40c4-b700-84ac35880ad7,t9,True,0
4e2af994-5434-47a6-928c-1b37f1b02648,t1,True,0
4e2af994-5434-47a6-928c-1b37f1b02648,t10,True,0
4e2af994-5434-47a6-928c-1b37f1b02648,t11,False,3
4e2af994-5434-47a6-928c-1b37f1b02648,t12,False,3
4e2af994-5434-47a6-928c-1b37f1b02648,t2,True,0
4e2af994-5434-47a6-928c-1b37f1b02648,t3,True,0
4e2af994-5434-47a6-928c-1b37f1b02648,t4,False,1
4e2af994-5434-47a6-928c-1b37f1b02648,t5,True,0
4e2af994-5434-47a6-928c-1b37f1b02648,t6,True,0
4e2af994-5434-47a6-928c-1b37f1b02648,t7,False,1
4e2af994-5434-47a6-928c-1b37f1b02648,t8,False,1
4e2af994-5434-47a6-928c-1b37f1b02648,t9,True,0
4e496a7e-a24e-419b-ba37-15d874530594,t1,True,0
4e496a7e-a24e-419b-ba37-15d874530594,t10,True,0
4e496a7e-a24e-419b-ba37-15d874530594,t11,False,2
4e496a7e-a24e-419b-ba37-15d874530594,t12,False,4
4e496a7e-a24e-419b-ba37-15d874530594,t2,False,1
4e496a7e-a24e-419b-ba37-15d874530594,t3,True,0
4e496a7e-a24e-419b-ba37-15d874530594,t4,False,1
4e496a7e-a24e-419b-ba37-15d874530594,t5,True,0
4e496a7e-a24e-419b-ba37-15d874530594,t6,True,0
4e496a7e-a24e-419b-ba37-15d874530594,t7,False,1
4e496a7e-a24e-419b-ba37-15d874530594,t8,True,0
4e496a7e-a24e-419b-ba37-15d874530594,t9,True,0
4e59412c-531d-4771-9d95-ad0d4186635c,t1,False,1
4e59412c-531d-4771-9d95-ad0d4186635c,t10,True,0
4e59412c-531d-4771-9d95-ad0d4186635c,t11,False,1
4e59412c-531d-4771-9d95-ad0d4186635c,t12,False,4
4e59412c-531d-4771-9d95-ad0d4186635c,t2,False,1
4e59412c-531d-4771-9d95-ad0d4186635c,t3,False,1
4e59412c-531d-4771-9d95-ad0d4186635c,t4,True,0
4e59412c-531d-4771-9d95-ad0d4186635c,t5,True,0
4e59412c-531d-4771-9d95-ad0d4186635c,t6,True,0
4e59412c-531d-4771-9d95-ad0d4186635c,t7,False,4
4e59412c-531d-4771-9d95-ad0d4186635c,t8,True,0
4e59412c-531d-4771-9d95-ad0d4186635c,t9,True,0
4e7c0376-cad6-410f-ae14-7ee063bfa27b,t1,False,1
4e7c0376-cad6-410f-ae14-7ee063bfa27b,t10,True,0
4e7c0376-cad6-410f-ae14-7ee063bfa27b,t11,False,5
4e7c0376-cad6-410f-ae14-7ee063bfa27b,t12,True,0
4e7c0376-cad6-410f-ae14-7ee063bfa27b,t2,True,0
4e7c0376-cad6-410f-ae14-7ee063bfa27b,t3,False,1
4e7c0376-cad6-410f-ae14-7ee063bfa27b,t4,False,1
4e7c0376-cad6-410f-ae14-7ee063bfa27b,t5,True,0
4e7c0376-cad6-410f-ae14-7ee063bfa27b,t6,False,1
4e7c0376-cad6-410f-ae14-7ee063bfa27b,t7,True,0
4e7c0376-cad6-410f-ae14-7ee063bfa27b,t8,True,0
4e7c0376-cad6-410f-ae14-7ee063bfa27b,t9,False,5
4efe0d91-4e61-4e9b-9be7-b3bfa7fd8961,t1,True,0
4efe0d91-4e61-4e9b-9be7-b3bfa7fd8961,t10,True,0
4efe0d91-4e61-4e9b-9be7-b3bfa7fd8961,t11,False,2
4efe0d91-4e61-4e9b-9be7-b3bfa7fd8961,t12,False,1
4efe0d91-4e61-4e9b-9be7-b3bfa7fd8961,t2,False,1
4efe0d91-4e61-4e9b-9be7-b3bfa7fd8961,t3,False,1
4efe0d91-4e61-4e9b-9be7-b3bfa7fd8961,t4,False,1
4efe0d91-4e61-4e9b-9be7-b3bfa7fd8961,t5,False,1
4efe0d91-4e61-4e9b-9be7-b3bfa7fd8961,t6,True,0
4efe0d91-4e61-4e9b-9be7-b3bfa7fd8961,t7,False,1
4efe0d91-4e61-4e9b-9be7-b3bfa7fd8961,t8,False,1
4efe0d91-4e61-4e9b-9be7-b3bfa7fd8961,t9,False,1
4f0ee5c2-f9b0-47a5-b160-0b90666d3514,t1,False,1
4f0ee5c2-f9b0-47a5-b160-0b90666d3514,t10,True,0
4f0ee5c2-f9b0-47a5-b160-0b90666d3514,t11,True,0
4f0ee5c2-f9b0-47a5-b160-0b90666d3514,t12,True,0
4f0ee5c2-f9b0-47a5-b160-0b90666d3514,t2,False,1
4f0ee5c2-f9b0-47a5-b160-0b90666d3514,t3,True,0
4f0ee5c2-f9b0-47a5-b160-0b90666d3514,t4,True,0
4f0ee5c2-f9b0-47a5-b160-0b90666d3514,t5,False,1
4f0ee5c2-f9b0-47a5-b160-0b90666d3514,t6,True,0
4f0ee5c2-f9b0-47a5-b160-0b90666d3514,t7,False,1
4f0ee5c2-f9b0-47a5-b160-0b90666d3514,t8,True,0
4f0ee5c2-f9b0-47a5-b160-0b90666d3514,t9,False,1
4f34708c-69d4-46fb-ae61-3f66cc9e4d43,t1,False,2
4f34708c-69d4-46fb-ae61-3f66cc9e4d43,t10,False,3
4f34708c-69d4-46fb-ae61-3f66cc9e4d43,t11,True,0
4f34708c-69d4-46fb-ae61-3f66cc9e4d43,t12,False,4
4f34708c-69d4-46fb-ae61-3f66cc9e4d43,t2,False,1
4f34708c-69d4-46fb-ae61-3f66cc9e4d43,t3,False,1
4f34708c-69d4-46fb-ae61-3f66cc9e4d43,t4,False,1
4f34708c-69d4-46fb-ae61-3f66cc9e4d43,t5,True,0
4f34708c-69d4-46fb-ae61-3f66cc9e4d43,t6,True,0
4f34708c-69d4-46fb-ae61-3f66cc9e4d43,t7,False,2
4f34708c-69d4-46fb-ae61-3f66cc9e4d43,t8,True,0
4f34708c-69d4-46fb-ae61-3f66cc9e4d43,t9,False,2
4f4e2694-307f-4295-8d9f-7ea749813440,t1,False,1
4f4e2694-307f-4295-8d9f-7ea749813440,t10,True,0
4f4e2694-307f-4295-8d9f-7ea749813440,t11,True,0
4f4e2694-307f-4295-8d9f-7ea749813440,t12,False,1
4f4e2694-307f-4295-8d9f-7ea749813440,t2,False,1
4f4e2694-307f-4295-8d9f-7ea749813440,t3,True,0
4f4e2694-307f-4295-8d9f-7ea749813440,t4,False,2
4f4e2694-307f-4295-8d9f-7ea749813440,t5,True,0
4f4e2694-307f-4295-8d9f-7ea749813440,t6,True,0
4f4e2694-307f-4295-8d9f-7ea749813440,t7,True,0
4f4e2694-307f-4295-8d9f-7ea749813440,t8,True,0
4f4e2694-307f-4295-8d9f-7ea749813440,t9,False,2
4fa7a0f3-4432-48f5-85b9-1c82021df9e3,t1,True,0
4fa7a0f3-4432-48f5-85b9-1c82021df9e3,t10,True,0
4fa7a0f3-4432-48f5-85b9-1c82021df9e3,t11,True,0
4fa7a0f3-4432-48f5-85b9-1c82021df9e3,t12,False,1
4fa7a0f3-4432-48f5-85b9-1c82021df9e3,t2,False,1
4fa7a0f3-4432-48f5-85b9-1c82021df9e3,t3,True,0
4fa7a0f3-4432-48f5-85b9-1c82021df9e3,t4,True,0
4fa7a0f3-4432-48f5-85b9-1c82021df9e3,t5,True,0
4fa7a0f3-4432-48f5-85b9-1c82021df9e3,t6,True,0
4fa7a0f3-4432-48f5-85b9-1c82021df9e3,t7,True,0
4fa7a0f3-4432-48f5-85b9-1c82021df9e3,t8,True,0
4fa7a0f3-4432-48f5-85b9-1c82021df9e3,t9,False,1
4fd8ded9-8561-4ec0-8893-b2f37d270b42,t1,False,1
4fd8ded9-8561-4ec0-8893-b2f37d270b42,t10,True,0
4fd8ded9-8561-4ec0-8893-b2f37d270b42,t11,False,2
4fd8ded9-8561-4ec0-8893-b2f37d270b42,t12,False,1
4fd8ded9-8561-4ec0-8893-b2f37d270b42,t2,False,1
4fd8ded9-8561-4ec0-8893-b2f37d270b42,t3,True,0
4fd8ded9-8561-4ec0-8893-b2f37d270b42,t4,False,1
4fd8ded9-8561-4ec0-8893-b2f37d270b42,t5,False,1
4fd8ded9-8561-4ec0-8893-b2f37d270b42,t6,False,5
4fd8ded9-8561-4ec0-8893-b2f37d270b42,t7,False,1
4fd8ded9-8561-4ec0-8893-b2f37d270b42,t8,False,1
4fd8ded9-8561-4ec0-8893-b2f37d270b42,t9,True,0
506dbf6e-851e-4d11-a636-955cf2a88a69,t1,False,1
506dbf6e-851e-4d11-a636-955cf2a88a69,t10,False,1
506dbf6e-851e-4d11-a636-955cf2a88a69,t11,False,3
506dbf6e-851e-4d11-a636-955cf2a88a69,t12,False,5
506dbf6e-851e-4d11-a636-955cf2a88a69,t2,True,0
506dbf6e-851e-4d11-a636-955cf2a88a69,t3,True,0
506dbf6e-851e-4d11-a636-955cf2a88a69,t4,False,2
506dbf6e-851e-4d11-a636-955cf2a88a69,t5,True,0
506dbf6e-851e-4d11-a636-955cf2a88a69,t6,True,0
506dbf6e-851e-4d11-a636-955cf2a88a69,t7,False,1
506dbf6e-851e-4d11-a636-955cf2a88a69,t8,False,2
506dbf6e-851e-4d11-a636-955cf2a88a69,t9,True,0
5071c5c6-90d6-4bfa-bb58-34e462d88396,t1,False,1
5071c5c6-90d6-4bfa-bb58-34e462d88396,t10,True,0
5071c5c6-90d6-4bfa-bb58-34e462d88396,t11,False,3
5071c5c6-90d6-4bfa-bb58-34e462d88396,t12,False,1
5071c5c6-90d6-4bfa-bb58-34e462d88396,t2,False,2
5071c5c6-90d6-4bfa-bb58-34e462d88396,t3,True,0
5071c5c6-90d6-4bfa-bb58-34e462d88396,t4,True,0
5071c5c6-90d6-4bfa-bb58-34e462d88396,t5,True,0
5071c5c6-90d6-4bfa-bb58-34e462d88396,t6,True,0
5071c5c6-90d6-4bfa-bb58-34e462d88396,t7,True,0
5071c5c6-90d6-4bfa-bb58-34e462d88396,t8,True,0
5071c5c6-90d6-4bfa-bb58-34e462d88396,t9,False,3
50928762-7893-41b8-bac4-9a3336fcc7f5,t1,True,0
50928762-7893-41b8-bac4-9a3336fcc7f5,t10,False,3
50928762-7893-41b8-bac4-9a3336fcc7f5,t11,False,2
50928762-7893-41b8-bac4-9a3336fcc7f5,t12,False,3
50928762-7893-41b8-bac4-9a3336fcc7f5,t2,False,2
50928762-7893-41b8-bac4-9a3336fcc7f5,t3,True,0
50928762-7893-41b8-bac4-9a3336fcc7f5,t4,False,3
50928762-7893-41b8-bac4-9a3336fcc7f5,t5,True,0
50928762-7893-41b8-bac4-9a3336fcc7f5,t6,True,0
50928762-7893-41b8-bac4-9a3336fcc7f5,t7,False,3
50928762-7893-41b8-bac4-9a3336fcc7f5,t8,True,0
50928762-7893-41b8-bac4-9a3336fcc7f5,t9,False,1
509feb80-e4ea-45b9-bd7c-8bb80499e909,t1,False,1
509feb80-e4ea-45b9-bd7c-8bb80499e909,t10,True,0
509feb80-e4ea-45b9-bd7c-8bb80499e909,t11,False,6
509feb80-e4ea-45b9-bd7c-8bb80499e909,t12,False,2
509feb80-e4ea-45b9-bd7c-8bb80499e909,t2,False,1
509feb80-e4ea-45b9-bd7c-8bb80499e909,t3,True,0
509feb80-e4ea-45b9-bd7c-8bb80499e909,t4,False,2
509feb80-e4ea-45b9-bd7c-8bb80499e909,t5,False,2
509feb80-e4ea-45b9-bd7c-8bb80499e909,t6,True,0
509feb80-e4ea-45b9-bd7c-8bb80499e909,t7,False,1
509feb80-e4ea-45b9-bd7c-8bb80499e909,t8,True,0
509feb80-e4ea-45b9-bd7c-8bb80499e909,t9,True,0
5117f22f-bf8d-413b-9719-96ed4361a894,t1,False,1
5117f22f-bf8d-413b-9719-96ed4361a894,t10,True,0
5117f22f-bf8d-413b-9719-96ed4361a894,t11,False,2
5117f22f-bf8d-413b-9719-96ed4361a894,t12,True,0
5117f22f-bf8d-413b-9719-96ed4361a894,t2,False,1
5117f22f-bf8d-413b-9719-96ed4361a894,t3,True,0
5117f22f-bf8d-413b-9719-96ed4361a894,t4,True,0
5117f22f-bf8d-413b-9719-96ed4361a894,t5,True,0
5117f22f-bf8d-413b-9719-96ed4361a894,t6,True,0
5117f22f-bf8d-413b-9719-96ed4361a894,t7,False,3
5117f22f-bf8d-413b-9719-96ed4361a894,t8,False,1
5117f22f-bf8d-413b-9719-96ed4361a894,t9,True,0
5159ba00-cf6c-496a-87fc-2ff75afb24b6,t1,False,1
5159ba00-cf6c-496a-87fc-2ff75afb24b6,t10,False,1
5159ba00-cf6c-496a-87fc-2ff75afb24b6,t11,True,0
5159ba00-cf6c-496a-87fc-2ff75afb24b6,t12,True,0
5159ba00-cf6c-496a-87fc-2ff75afb24b6,t2,False,1
5159ba00-cf6c-496a-87fc-2ff75afb24b6,t3,False,1
5159ba00-cf6c-496a-87fc-2ff75afb24b6,t4,False,1
5159ba00-cf6c-496a-87fc-2ff75afb24b6,t5,False,1
5159ba00-cf6c-496a-87fc-2ff75afb24b6,t6,True,0
5159ba00-cf6c-496a-87fc-2ff75afb24b6,t7,True,0
5159ba00-cf6c-496a-87fc-2ff75afb24b6,t8,False,1
5159ba00-cf6c-496a-87fc-2ff75afb24b6,t9,True,0
515d59fc-70f5-41a8-b3fa-3023167fd550,t1,False,1
515d59fc-70f5-41a8-b3fa-3023167fd550,t10,True,0
515d59fc-70f5-41a8-b3fa-3023167fd550,t11,False,1
515d59fc-70f5-41a8-b3fa-3023167fd550,t12,False,5
515d59fc-70f5-41a8-b3fa-3023167fd550,t2,False,1
515d59fc-70f5-41a8-b3fa-3023167fd550,t3,True,0
515d59fc-70f5-41a8-b3fa-3023167fd550,t4,True,0
515d59fc-70f5-41a8-b3fa-3023167fd550,t5,True,0
515d59fc-70f5-41a8-b3fa-3023167fd550,t6,True,0
515d59fc-70f5-41a8-b3fa-3023167fd550,t7,False,1
515d59fc-70f5-41a8-b3fa-3023167fd550,t8,True,0
515d59fc-70f5-41a8-b3fa-3023167fd550,t9,False,3
516a6345-1cf2-41f1-9cfb-d8877761c52a,t1,False,1
516a6345-1cf2-41f1-9cfb-d8877761c52a,t10,True,0
516a6345-1cf2-41f1-9cfb-d8877761c52a,t11,True,0
516a6345-1cf2-41f1-9cfb-d8877761c52a,t12,True,0
516a6345-1cf2-41f1-9cfb-d8877761c52a,t2,False,1
516a6345-1cf2-41f1-9cfb-d8877761c52a,t3,False,1
516a6345-1cf2-41f1-9cfb-d8877761c52a,t4,False,1
516a6345-1cf2-41f1-9cfb-d8877761c52a,t5,True,0
516a6345-1cf2-41f1-9cfb-d8877761c52a,t6,False,2
516a6345-1cf2-41f1-9cfb-d8877761c52a,t7,False,3
516a6345-1cf2-41f1-9cfb-d8877761c52a,t8,False,1
516a6345-1cf2-41f1-9cfb-d8877761c52a,t9,False,1
51ab0291-00a1-43fe-841c-655e2d065c3f,t1,False,1
51ab0291-00a1-43fe-841c-655e2d065c3f,t10,True,0
51ab0291-00a1-43fe-841c-655e2d065c3f,t11,True,0
51ab0291-00a1-43fe-841c-655e2d065c3f,t12,True,0
51ab0291-00a1-43fe-841c-655e2d065c3f,t2,False,1
51ab0291-00a1-43fe-841c-655e2d065c3f,t3,False,1
51ab0291-00a1-43fe-841c-655e2d065c3f,t4,False,1
51ab0291-00a1-43fe-841c-655e2d065c3f,t5,True,0
51ab0291-00a1-43fe-841c-655e2d065c3f,t6,False,2
51ab0291-00a1-43fe-841c-655e2d065c3f,t7,True,0
51ab0291-00a1-43fe-841c-655e2d065c3f,t8,True,0
51ab0291-00a1-43fe-841c-655e2d065c3f,t9,True,0
521abd26-cdb3-4a0e-86a2-c0b5bd76db2f,t1,False,1
521abd26-cdb3-4a0e-86a2-c0b5bd76db2f,t10,False,2
521abd26-cdb3-4a0e-86a2-c0b5bd76db2f,t11,False,1
521abd26-cdb3-4a0e-86a2-c0b5bd76db2f,t12,True,0
521abd26-cdb3-4a0e-86a2-c0b5bd76db2f,t2,False,1
521abd26-cdb3-4a0e-86a2-c0b5bd76db2f,t3,True,0
521abd26-cdb3-4a0e-86a2-c0b5bd76db2f,t4,True,0
521abd26-cdb3-4a0e-86a2-c0b5bd76db2f,t5,False,1
521abd26-cdb3-4a0e-86a2-c0b5bd76db2f,t6,True,0
521abd26-cdb3-4a0e-86a2-c0b5bd76db2f,t7,False,3
521abd26-cdb3-4a0e-86a2-c0b5bd76db2f,t8,False,1
521abd26-cdb3-4a0e-86a2-c0b5bd76db2f,t9,True,0
523a4925-dcad-478e-92a8-9efcd8be4e37,t1,False,5
523a4925-dcad-478e-92a8-9efcd8be4e37,t10,True,0
523a4925-dcad-478e-92a8-9efcd8be4e37,t11,True,0
523a4925-dcad-478e-92a8-9efcd8be4e37,t12,True,0
523a4925-dcad-478e-92a8-9efcd8be4e37,t2,False,1
523a4925-dcad-478e-92a8-9efcd8be4e37,t3,False,1
523a4925-dcad-478e-92a8-9efcd8be4e37,t4,False,1
523a4925-dcad-478e-92a8-9efcd8be4e37,t5,False,1
523a4925-dcad-478e-92a8-9efcd8be4e37,t6,True,0
523a4925-dcad-478e-92a8-9efcd8be4e37,t7,True,0
523a4925-dcad-478e-92a8-9efcd8be4e37,t8,True,0
523a4925-dcad-478e-92a8-9efcd8be4e37,t9,True,0
52436ae3-abe7-4262-8833-d0486ed94452,t1,False,1
52436ae3-abe7-4262-8833-d0486ed94452,t10,True,0
52436ae3-abe7-4262-8833-d0486ed94452,t11,False,2
52436ae3-abe7-4262-8833-d0486ed94452,t12,False,1
52436ae3-abe7-4262-8833-d0486ed94452,t2,False,1
52436ae3-abe7-4262-8833-d0486ed94452,t3,False,1
52436ae3-abe7-4262-8833-d0486ed94452,t4,False,1
52436ae3-abe7-4262-8833-d0486ed94452,t5,False,1
52436ae3-abe7-4262-8833-d0486ed94452,t6,False,1
52436ae3-abe7-4262-8833-d0486ed94452,t7,True,0
52436ae3-abe7-4262-8833-d0486ed94452,t8,False,3
52436ae3-abe7-4262-8833-d0486ed94452,t9,False,1
52b837c5-23ee-495c-ac4c-28bad02b16d2,t1,True,0
52b837c5-23ee-495c-ac4c-28bad02b16d2,t10,True,0
52b837c5-23ee-495c-ac4c-28bad02b16d2,t11,False,1
52b837c5-23ee-495c-ac4c-28bad02b16d2,t12,False,1
52b837c5-23ee-495c-ac4c-28bad02b16d2,t2,True,0
52b837c5-23ee-495c-ac4c-28bad02b16d2,t3,True,0
52b837c5-23ee-495c-ac4c-28bad02b16d2,t4,False,1
52b837c5-23ee-495c-ac4c-28bad02b16d2,t5,True,0
52b837c5-23ee-495c-ac4c-28bad02b16d2,t6,False,1
52b837c5-23ee-495c-ac4c-28bad02b16d2,t7,True,0
52b837c5-23ee-495c-ac4c-28bad02b16d2,t8,True,0
52b837c5-23ee-495c-ac4c-28bad02b16d2,t9,True,0
52d17248-5708-446c-9c81-b7f841e9c0c9,t1,False,5
52d17248-5708-446c-9c81-b7f841e9c0c9,t10,False,1
52d17248-5708-446c-9c81-b7f841e9c0c9,t11,False,1
52d17248-5708-446c-9c81-b7f841e9c0c9,t12,False,3
52d17248-5708-446c-9c81-b7f841e9c0c9,t2,False,2
52d17248-5708-446c-9c81-b7f841e9c0c9,t3,True,0
52d17248-5708-446c-9c81-b7f841e9c0c9,t4,True,0
52d17248-5708-446c-9c81-b7f841e9c0c9,t5,True,0
52d17248-5708-446c-9c81-b7f841e9c0c9,t6,True,0
52d17248-5708-446c-9c81-b7f841e9c0c9,t7,False,1
52d17248-5708-446c-9c81-b7f841e9c0c9,t8,True,0
52d17248-5708-446c-9c81-b7f841e9c0c9,t9,False,2
52d6e5ed-3272-487e-a78e-2f3b9795b010,t1,False,1
52d6e5ed-3272-487e-a78e-2f3b9795b010,t10,True,0
52d6e5ed-3272-487e-a78e-2f3b9795b010,t11,False,2
52d6e5ed-3272-487e-a78e-2f3b9795b010,t12,True,0
52d6e5ed-3272-487e-a78e-2f3b9795b010,t2,False,2
52d6e5ed-3272-487e-a78e-2f3b9795b010,t3,False,2
52d6e5ed-3272-487e-a78e-2f3b9795b010,t4,True,0
52d6e5ed-3272-487e-a78e-2f3b9795b010,t5,True,0
52d6e5ed-3272-487e-a78e-2f3b9795b010,t6,True,0
52d6e5ed-3272-487e-a78e-2f3b9795b010,t7,False,1
52d6e5ed-3272-487e-a78e-2f3b9795b010,t8,True,0
52d6e5ed-3272-487e-a78e-2f3b9795b010,t9,True,0
52f1029a-7e9a-4a73-a21d-6af4d547a324,t1,False,1
52f1029a-7e9a-4a73-a21d-6af4d547a324,t10,True,0
52f1029a-7e9a-4a73-a21d-6af4d547a324,t11,True,0
52f1029a-7e9a-4a73-a21d-6af4d547a324,t12,False,1
52f1029a-7e9a-4a73-a21d-6af4d547a324,t2,False,1
52f1029a-7e9a-4a73-a21d-6af4d547a324,t3,True,0
52f1029a-7e9a-4a73-a21d-6af4d547a324,t4,True,0
52f1029a-7e9a-4a73-a21d-6af4d547a324,t5,True,0
52f1029a-7e9a-4a73-a21d-6af4d547a324,t6,True,0
52f1029a-7e9a-4a73-a21d-6af4d547a324,t7,False,2
52f1029a-7e9a-4a73-a21d-6af4d547a324,t8,True,0
52f1029a-7e9a-4a73-a21d-6af4d547a324,t9,True,0
52f979ec-02db-4e9b-8735-dfd792e6d6ac,t1,False,2
52f979ec-02db-4e9b-8735-dfd792e6d6ac,t10,True,0
52f979ec-02db-4e9b-8735-dfd792e6d6ac,t11,False,1
52f979ec-02db-4e9b-8735-dfd792e6d6ac,t12,True,0
52f979ec-02db-4e9b-8735-dfd792e6d6ac,t2,False,3
52f979ec-02db-4e9b-8735-dfd792e6d6ac,t3,True,0
52f979ec-02db-4e9b-8735-dfd792e6d6ac,t4,True,0
52f979ec-02db-4e9b-8735-dfd792e6d6ac,t5,False,2
52f979ec-02db-4e9b-8735-dfd792e6d6ac,t6,False,1
52f979ec-02db-4e9b-8735-dfd792e6d6ac,t7,False,1
52f979ec-02db-4e9b-8735-dfd792e6d6ac,t8,True,0
52f979ec-02db-4e9b-8735-dfd792e6d6ac,t9,False,2
5314e4d4-b5e5-414b-98f0-3815838c5ca4,t1,False,1
5314e4d4-b5e5-414b-98f0-3815838c5ca4,t10,True,0
5314e4d4-b5e5-414b-98f0-3815838c5ca4,t11,True,0
5314e4d4-b5e5-414b-98f0-3815838c5ca4,t12,False,1
5314e4d4-b5e5-414b-98f0-3815838c5ca4,t2,False,2
5314e4d4-b5e5-414b-98f0-3815838c5ca4,t3,False,1
5314e4d4-b5e5-414b-98f0-3815838c5ca4,t4,False,1
5314e4d4-b5e5-414b-98f0-3815838c5ca4,t5,True,0
5314e4d4-b5e5-414b-98f0-3815838c5ca4,t6,True,0
5314e4d4-b5e5-414b-98f0-3815838c5ca4,t7,True,0
5314e4d4-b5e5-414b-98f0-3815838c5ca4,t8,True,0
5314e4d4-b5e5-414b-98f0-3815838c5ca4,t9,True,0
53624b87-67ed-451a-afb8-a4313c99c9f4,t1,True,0
53624b87-67ed-451a-afb8-a4313c99c9f4,t10,False,1
53624b87-67ed-451a-afb8-a4313c99c9f4,t11,True,0
53624b87-67ed-451a-afb8-a4313c99c9f4,t12,True,0
53624b87-67ed-451a-afb8-a4313c99c9f4,t2,False,2
53624b87-67ed-451a-afb8-a4313c99c9f4,t3,True,0
53624b87-67ed-451a-afb8-a4313c99c9f4,t4,False,4
53624b87-67ed-451a-afb8-a4313c99c9f4,t5,False,1
53624b87-67ed-451a-afb8-a4313c99c9f4,t6,False,2
53624b87-67ed-451a-afb8-a4313c99c9f4,t7,False,1
53624b87-67ed-451a-afb8-a4313c99c9f4,t8,False,1
53624b87-67ed-451a-afb8-a4313c99c9f4,t9,True,0
536e090f-cf80-432d-8000-cf936647b73c,t1,True,0
536e090f-cf80-432d-8000-cf936647b73c,t10,True,0
536e090f-cf80-432d-8000-cf936647b73c,t11,False,1
536e090f-cf80-432d-8000-cf936647b73c,t12,False,3
536e090f-cf80-432d-8000-cf936647b73c,t2,False,1
536e090f-cf80-432d-8000-cf936647b73c,t3,False,1
536e090f-cf80-432d-8000-cf936647b73c,t4,False,3
536e090f-cf80-432d-8000-cf936647b73c,t5,True,0
536e090f-cf80-432d-8000-cf936647b73c,t6,True,0
536e090f-cf80-432d-8000-cf936647b73c,t7,False,1
536e090f-cf80-432d-8000-cf936647b73c,t8,True,0
536e090f-cf80-432d-8000-cf936647b73c,t9,True,0
538d9fda-5843-4111-a02d-5dfe234f5fdc,t1,False,1
538d9fda-5843-4111-a02d-5dfe234f5fdc,t10,True,0
538d9fda-5843-4111-a02d-5dfe234f5fdc,t11,False,2
538d9fda-5843-4111-a02d-5dfe234f5fdc,t12,False,3
538d9fda-5843-4111-a02d-5dfe234f5fdc,t2,False,1
538d9fda-5843-4111-a02d-5dfe234f5fdc,t3,False,1
538d9fda-5843-4111-a02d-5dfe234f5fdc,t4,True,0
538d9fda-5843-4111-a02d-5dfe234f5fdc,t5,True,0
538d9fda-5843-4111-a02d-5dfe234f5fdc,t6,True,0
538d9fda-5843-4111-a02d-5dfe234f5fdc,t7,True,0
538d9fda-5843-4111-a02d-5dfe234f5fdc,t8,True,0
538d9fda-5843-4111-a02d-5dfe234f5fdc,t9,True,0
53ca740f-549b-4c54-bf15-bf3c70a9e78d,t1,False,1
53ca740f-549b-4c54-bf15-bf3c70a9e78d,t10,True,0
53ca740f-549b-4c54-bf15-bf3c70a9e78d,t11,False,2
53ca740f-549b-4c54-bf15-bf3c70a9e78d,t12,False,1
53ca740f-549b-4c54-bf15-bf3c70a9e78d,t2,False,1
53ca740f-549b-4c54-bf15-bf3c70a9e78d,t3,True,0
53ca740f-549b-4c54-bf15-bf3c70a9e78d,t4,False,3
53ca740f-549b-4c54-bf15-bf3c70a9e78d,t5,True,0
53ca740f-549b-4c54-bf15-bf3c70a9e78d,t6,True,0
53ca740f-549b-4c54-bf15-bf3c70a9e78d,t7,False,1
53ca740f-549b-4c54-bf15-bf3c70a9e78d,t8,True,0
53ca740f-549b-4c54-bf15-bf3c70a9e78d,t9,False,1
53f7ab4a-980e-4a62-8237-20f5c4ea9d2c,t1,False,1
53f7ab4a-980e-4a62-8237-20f5c4ea9d2c,t10,True,0
53f7ab4a-980e-4a62-8237-20f5c4ea9d2c,t11,True,0
53f7ab4a-980e-4a62-8237-20f5c4ea9d2c,t12,True,0
53f7ab4a-980e-4a62-8237-20f5c4ea9d2c,t2,False,3
53f7ab4a-980e-4a62-8237-20f5c4ea9d2c,t3,True,0
53f7ab4a-980e-4a62-8237-20f5c4ea9d2c,t4,False,1
53f7ab4a-980e-4a62-8237-20f5c4ea9d2c,t5,False,1
53f7ab4a-980e-4a62-8237-20f5c4ea9d2c,t6,True,0
53f7ab4a-980e-4a62-8237-20f5c4ea9d2c,t7,False,2
53f7ab4a-980e-4a62-8237-20f5c4ea9d2c,t8,True,0
53f7ab4a-980e-4a62-8237-20f5c4ea9d2c,t9,False,1
541c379a-cf2d-479e-90c5-14f6d13df105,t1,True,0
541c379a-cf2d-479e-90c5-14f6d13df105,t10,True,0
541c379a-cf2d-479e-90c5-14f6d13df105,t11,True,0
541c379a-cf2d-479e-90c5-14f6d13df105,t12,False,1
541c379a-cf2d-479e-90c5-14f6d13df105,t2,False,1
541c379a-cf2d-479e-90c5-14f6d13df105,t3,True,0
541c379a-cf2d-479e-90c5-14f6d13df105,t4,False,1
541c379a-cf2d-479e-90c5-14f6d13df105,t5,False,1
541c379a-cf2d-479e-90c5-14f6d13df105,t6,True,0
541c379a-cf2d-479e-90c5-14f6d13df105,t7,False,2
541c379a-cf2d-479e-90c5-14f6d13df105,t8,False,1
